,Motif_ID,Motif_Symbol,AtID,Source
925,AP2EREBP_tnt.AT4G18450_col_a_m1,AT4G18450,AT4G18450,DAPv1
926,AP2EREBP_tnt.At1g19210_col_a_m1,At1g19210,AT1G19210,DAPv1
927,AP2EREBP_tnt.At1g19210_colamp_a_m1,At1g19210,AT1G19210,DAPv1
928,AP2EREBP_tnt.At1g22810_col_m1,At1g22810,AT1G22810,DAPv1
929,AP2EREBP_tnt.At1g22810_colamp_a_m1,At1g22810,AT1G22810,DAPv1
930,AP2EREBP_tnt.At1g36060_col_a_m1,At1g36060,AT1G36060,DAPv1
931,AP2EREBP_tnt.At1g36060_colamp_a_m1,At1g36060,AT1G36060,DAPv1
932,AP2EREBP_tnt.At1g75490_col_a_m1,At1g75490,AT1G75490,DAPv1
933,AP2EREBP_tnt.At1g75490_colamp_a_m1,At1g75490,AT1G75490,DAPv1
934,AP2EREBP_tnt.At1g77640_col_a_m1,At1g77640,AT1G77640,DAPv1
935,AP2EREBP_tnt.At2g33710_col_m1,At2g33710,AT2G33710,DAPv1
936,AP2EREBP_tnt.At2g33710_colamp_a_m1,At2g33710,AT2G33710,DAPv1
937,AP2EREBP_tnt.At2g44940_col_a_m1,At2g44940,AT2G44940,DAPv1
938,AP2EREBP_tnt.At2g44940_colamp_a_m1,At2g44940,AT2G44940,DAPv1
939,AP2EREBP_tnt.At4g16750_col_a_m1,At4g16750,AT4G16750,DAPv1
940,AP2EREBP_tnt.At4g16750_colamp_a_m1,At4g16750,AT4G16750,DAPv1
941,AP2EREBP_tnt.At4g28140_col_a_m1,At4g28140,AT4G28140,DAPv1
942,AP2EREBP_tnt.At4g28140_colamp_a_m1,At4g28140,AT4G28140,DAPv1
943,AP2EREBP_tnt.At4g31060_col_a_m1,At4g31060,AT4G31060,DAPv1
944,AP2EREBP_tnt.At4g31060_colamp_a_m1,At4g31060,AT4G31060,DAPv1
945,AP2EREBP_tnt.At4g32800_col_m1,At4g32800,AT4G32800,DAPv1
946,AP2EREBP_tnt.At4g32800_colamp_a_m1,At4g32800,AT4G32800,DAPv1
947,AP2EREBP_tnt.At5g18450_col_a_m1,At5g18450,AT5G18450,DAPv1
948,AP2EREBP_tnt.At5g65130_col_a_m1,At5g65130,AT5G65130,DAPv1
949,AP2EREBP_tnt.At5g65130_colamp_a_m1,At5g65130,AT5G65130,DAPv1
950,AP2EREBP_tnt.At5g67000_col_a_m1,At5g67000,AT5G67000,DAPv1
951,AP2EREBP_tnt.CBF1_col_a_m1,CBF1,AT4G25490,DAPv1
952,AP2EREBP_tnt.CBF1_colamp_a_m1,CBF1,AT4G25490,DAPv1
953,AP2EREBP_tnt.CBF2_col_a_m1,CBF2,AT4G25470,DAPv1
954,AP2EREBP_tnt.CBF2_colamp_a_m1,CBF2,AT4G25470,DAPv1
955,AP2EREBP_tnt.CBF3_col_a_m1,CBF3,AT4G25480,DAPv1
956,AP2EREBP_tnt.CBF3_colamp_a_m1,CBF3,AT4G25480,DAPv1
957,AP2EREBP_tnt.CBF4_col_a_m1,CBF4,AT5G51990,DAPv1
958,AP2EREBP_tnt.CBF4_colamp_a_m1,CBF4,AT5G51990,DAPv1
959,AP2EREBP_tnt.CEJ1_col_a_m1,CEJ1,AT3G50260,DAPv1
960,AP2EREBP_tnt.CEJ1_colamp_a_m1,CEJ1,AT3G50260,DAPv1
961,AP2EREBP_tnt.CRF10_col100_a_m1,CRF10,AT1G68550,DAPv1
962,AP2EREBP_tnt.CRF10_colamp_a_m1,CRF10,AT1G68550,DAPv1
963,AP2EREBP_tnt.CRF4_col_a_m1,CRF4,AT4G27950,DAPv1
964,AP2EREBP_tnt.CRF4_colamp_a_m1,CRF4,AT4G27950,DAPv1
965,AP2EREBP_tnt.DDF1_col_a_m1,DDF1,AT1G12610,DAPv1
966,AP2EREBP_tnt.DDF1_colamp_a_m1,DDF1,AT1G12610,DAPv1
967,AP2EREBP_tnt.DDF2_col_a_m1,DDF2,AT1G63030,DAPv1
968,AP2EREBP_tnt.DEAR2_col_a_m1,DEAR2,AT5G67190,DAPv1
969,AP2EREBP_tnt.DEAR2_colamp_a_m1,DEAR2,AT5G67190,DAPv1
970,AP2EREBP_tnt.DEAR3_col_a_m1,DEAR3,AT2G23340,DAPv1
971,AP2EREBP_tnt.DEAR3_colamp_a_m1,DEAR3,AT2G23340,DAPv1
972,AP2EREBP_tnt.DEAR5_col_a_m1,DEAR5,AT4G06746,DAPv1
973,AP2EREBP_tnt.DEAR5_colamp_a_m1,DEAR5,AT4G06746,DAPv1
974,AP2EREBP_tnt.DREB19_col_a_m1,DREB19,AT2G38340,DAPv1
975,AP2EREBP_tnt.DREB19_colamp_a_m1,DREB19,AT2G38340,DAPv1
976,AP2EREBP_tnt.DREB26_col_a_m1,DREB26,AT1G21910,DAPv1
977,AP2EREBP_tnt.DREB2_col_a_m1,DREB2,AT5G05410,DAPv1
978,AP2EREBP_tnt.DREB2_colamp_a_m1,DREB2,AT5G05410,DAPv1
979,AP2EREBP_tnt.ERF104_col_a_m1,ERF104,AT5G61600,DAPv1
980,AP2EREBP_tnt.ERF104_colamp_a_m1,ERF104,AT5G61600,DAPv1
981,AP2EREBP_tnt.ERF105_col_m1,ERF105,AT5G51190,DAPv1
982,AP2EREBP_tnt.ERF105_colamp_a_m1,ERF105,AT5G51190,DAPv1
983,AP2EREBP_tnt.ERF10_col_a_m1,ERF10,AT1G03800,DAPv1
984,AP2EREBP_tnt.ERF10_colamp_a_m1,ERF10,AT1G03800,DAPv1
985,AP2EREBP_tnt.ERF115_col_a_m1,ERF115,AT5G07310,DAPv1
986,AP2EREBP_tnt.ERF115_colamp_a_m1,ERF115,AT5G07310,DAPv1
987,AP2EREBP_tnt.ERF11_col_b_m1,ERF11,AT1G28370,DAPv1
988,AP2EREBP_tnt.ERF11_colamp_a_m1,ERF11,AT1G28370,DAPv1
989,AP2EREBP_tnt.ERF13_col_b_m1,ERF13,AT2G44840,DAPv1
990,AP2EREBP_tnt.ERF13_colamp_a_m1,ERF13,AT2G44840,DAPv1
991,AP2EREBP_tnt.ERF15_col_m1,ERF15,AT2G31230,DAPv1
992,AP2EREBP_tnt.ERF15_colamp_a_m1,ERF15,AT2G31230,DAPv1
993,AP2EREBP_tnt.ERF1_col_a_m1,ERF1,AT3G23240,DAPv1
994,AP2EREBP_tnt.ERF1_colamp_a_d1,ERF1,AT3G23240,DAPv1
995,AP2EREBP_tnt.ERF2_col_a_m1,ERF2,AT5G47220,DAPv1
996,AP2EREBP_tnt.ERF2_colamp_a_m1,ERF2,AT5G47220,DAPv1
997,AP2EREBP_tnt.ERF38_col_a_m1,ERF38,AT2G35700,DAPv1
998,AP2EREBP_tnt.ERF3_col_a_m1,ERF3,AT1G50640,DAPv1
999,AP2EREBP_tnt.ERF3_colamp_a_m1,ERF3,AT1G50640,DAPv1
1000,AP2EREBP_tnt.ERF48_col_a_m1,ERF48,AT2G40340,DAPv1
1001,AP2EREBP_tnt.ERF4_col_a_m1,ERF4,AT3G15210,DAPv1
1002,AP2EREBP_tnt.ERF4_colamp_a_m1,ERF4,AT3G15210,DAPv1
1003,AP2EREBP_tnt.ERF5_col_a_m1,ERF5,AT5G47230,DAPv1
1004,AP2EREBP_tnt.ERF5_colamp_a_m1,ERF5,AT5G47230,DAPv1
1005,AP2EREBP_tnt.ERF6_col_m1,ERF6,AT4G17490,DAPv1
1006,AP2EREBP_tnt.ERF73_col_a_m1,ERF73,AT1G72360,DAPv1
1007,AP2EREBP_tnt.ERF73_colamp_a_m1,ERF73,AT1G72360,DAPv1
1008,AP2EREBP_tnt.ERF7_col_a_m1,ERF7,AT3G20310,DAPv1
1009,AP2EREBP_tnt.ERF7_colamp_a_m1,ERF7,AT3G20310,DAPv1
1010,AP2EREBP_tnt.ERF8_col_a_m1,ERF8,AT1G53170,DAPv1
1011,AP2EREBP_tnt.ERF8_colamp_a_m1,ERF8,AT1G53170,DAPv1
1012,AP2EREBP_tnt.ERF9_col_a_m1,ERF9,AT5G44210,DAPv1
1013,AP2EREBP_tnt.ERF9_colamp_a_m1,ERF9,AT5G44210,DAPv1
1014,AP2EREBP_tnt.ESE1_col_a_m1,ESE1,AT3G23220,DAPv1
1015,AP2EREBP_tnt.ESE1_colamp_a_m1,ESE1,AT3G23220,DAPv1
1016,AP2EREBP_tnt.ESE3_col_a_m1,ESE3,AT5G25190,DAPv1
1017,AP2EREBP_tnt.ESE3_colamp_a_m1,ESE3,AT5G25190,DAPv1
1018,AP2EREBP_tnt.LEP_col_a_m1,LEP,AT5G13910,DAPv1
1019,AP2EREBP_tnt.PLT1_col_a_m1,PLT1,AT3G20840,DAPv1
1020,AP2EREBP_tnt.PLT1_colamp_a_m1,PLT1,AT3G20840,DAPv1
1021,AP2EREBP_tnt.PLT3_col_a_m1,PLT3,AT5G10510,DAPv1
1022,AP2EREBP_tnt.PUCHI_col_a_m1,PUCHI,AT5G18560,DAPv1
1023,AP2EREBP_tnt.PUCHI_colamp_a_m1,PUCHI,AT5G18560,DAPv1
1024,AP2EREBP_tnt.RAP211_col_a_m1,RAP211,AT5G19790,DAPv1
1025,AP2EREBP_tnt.RAP211_colamp_a_m1,RAP211,AT5G19790,DAPv1
1026,AP2EREBP_tnt.RAP212_col_a_m1,RAP212,AT1G53910,DAPv1
1027,AP2EREBP_tnt.RAP21_col_a_m1,RAP21,AT1G46768,DAPv1
1028,AP2EREBP_tnt.RAP21_colamp_a_m1,RAP21,AT1G46768,DAPv1
1029,AP2EREBP_tnt.RAP26_col_a_m1,RAP26,AT1G43160,DAPv1
1030,AP2EREBP_tnt.RAP26_colamp_a_d1,RAP26,AT1G43160,DAPv1
1031,AP2EREBP_tnt.RRTF1_col_a_m1,RRTF1,AT4G34410,DAPv1
1032,AP2EREBP_tnt.RRTF1_colamp_a_m1,RRTF1,AT4G34410,DAPv1
1033,AP2EREBP_tnt.Rap210_col_a_m1,Rap210,AT5G52020,DAPv1
1034,AP2EREBP_tnt.Rap210_colamp_a_m1,Rap210,AT5G52020,DAPv1
1035,AP2EREBP_tnt.SHN3_col_a_m1,SHN3,AT5G11190,DAPv1
1036,AP2EREBP_tnt.TINY_col_a_m1,TINY,AT5G25810,DAPv1
1037,ARF_ecoli.MP_col_m1,MP,AT1G19850,DAPv1
1038,ARF_tnt.ARF16_col_b_m1,ARF16,AT4G30080,DAPv1
1039,ARF_tnt.ARF2_col_v31_m1,ARF2,AT5G62000,DAPv1
1040,ARID_tnt.AT1G04880_col_a_m1,AT1G04880,AT1G04880,DAPv1
1041,ARID_tnt.AT1G04880_colamp_a_m1,AT1G04880,AT1G04880,DAPv1
1042,ARID_tnt.AT1G20910_col_a_m1,AT1G20910,AT1G20910,DAPv1
1043,ARID_tnt.AT2G17410_col_a_m1,AT2G17410,AT2G17410,DAPv1
1044,ARID_tnt.At1g76110_col_a_m1,At1g76110,AT1G76110,DAPv1
1045,ARID_tnt.At1g76110_colamp_a_m1,At1g76110,AT1G76110,DAPv1
1046,ARID_tnt.At3g13350_col_a_d1,At3g13350,AT3G13350,DAPv1
1047,BBRBPC_tnt.BPC1_col_a_m1,BPC1,AT2G01930,DAPv1
1048,BBRBPC_tnt.BPC1_colamp_a_m1,BPC1,AT2G01930,DAPv1
1049,BBRBPC_tnt.BPC5_col_a_m1,BPC5,AT4G38910,DAPv1
1050,BBRBPC_tnt.BPC5_colamp_a_m1,BPC5,AT4G38910,DAPv1
1051,BBRBPC_tnt.BPC6_col_a_m1,BPC6,AT5G42520,DAPv1
1052,BES1_tnt.BAM8_col_a_m1,BAM8,AT5G45300,DAPv1
1053,BES1_tnt.BAM8_colamp_a_m1,BAM8,AT5G45300,DAPv1
1054,BSD_tnt.AT1G10720_col_a_m1,AT1G10720,AT1G10720,DAPv1
1055,BZR_tnt.At1g78700_col_a_m1,At1g78700,AT1G78700,DAPv1
1056,BZR_tnt.At1g78700_colamp_a_m1,At1g78700,AT1G78700,DAPv1
1057,BZR_tnt.At4g18890_col_a_m1,At4g18890,AT4G18890,DAPv1
1058,BZR_tnt.At4g18890_colamp_a_m1,At4g18890,AT4G18890,DAPv1
1059,BZR_tnt.At4g36780_col_a_m1,At4g36780,AT4G36780,DAPv1
1060,BZR_tnt.At4g36780_colamp_a_m1,At4g36780,AT4G36780,DAPv1
1061,BZR_tnt.BZR1_col_a_m1,BZR1,AT1G75080,DAPv1
1062,C2C2COlike_tnt.AT4G27900_col_a_m1,AT4G27900,AT4G27900,DAPv1
1063,C2C2COlike_tnt.AT5G59990_col_a_m1,AT5G59990,AT5G59990,DAPv1
1064,C2C2COlike_tnt.AT5G59990_colamp_a_m1,AT5G59990,AT5G59990,DAPv1
1065,C2C2YABBY_tnt.CRC_col_a_m1,CRC,AT1G69180,DAPv1
1066,C2C2YABBY_tnt.CRC_colamp_a_m1,CRC,AT1G69180,DAPv1
1067,C2C2dof_tnt.AT1G47655_col_a_m1,AT1G47655,AT1G47655,DAPv1
1068,C2C2dof_tnt.AT1G47655_colamp_a_m1,AT1G47655,AT1G47655,DAPv1
1069,C2C2dof_tnt.AT1G69570_col_a_m1,AT1G69570,AT1G69570,DAPv1
1070,C2C2dof_tnt.AT1G69570_colamp_a_m1,AT1G69570,AT1G69570,DAPv1
1071,C2C2dof_tnt.AT2G28810_col_a_m1,AT2G28810,AT2G28810,DAPv1
1072,C2C2dof_tnt.AT2G28810_colamp_a_m1,AT2G28810,AT2G28810,DAPv1
1073,C2C2dof_tnt.AT3G52440_col_a_m1,AT3G52440,AT3G52440,DAPv1
1074,C2C2dof_tnt.AT3G52440_colamp_a_m1,AT3G52440,AT3G52440,DAPv1
1075,C2C2dof_tnt.AT5G02460_col_a_m1,AT5G02460,AT5G02460,DAPv1
1076,C2C2dof_tnt.AT5G02460_colamp_a_m1,AT5G02460,AT5G02460,DAPv1
1077,C2C2dof_tnt.AT5G66940_col_a_m1,AT5G66940,AT5G66940,DAPv1
1078,C2C2dof_tnt.AT5G66940_colamp_a_m1,AT5G66940,AT5G66940,DAPv1
1079,C2C2dof_tnt.Adof1_col_a_m1,Adof1,AT1G51700,DAPv1
1080,C2C2dof_tnt.Adof1_colamp_a_m1,Adof1,AT1G51700,DAPv1
1081,C2C2dof_tnt.At1g64620_100ng20cy_b_m1,At1g64620,AT1G64620,DAPv1
1082,C2C2dof_tnt.At1g64620_colamp_a_m1,At1g64620,AT1G64620,DAPv1
1083,C2C2dof_tnt.At3g45610_col_a_m1,At3g45610,AT3G45610,DAPv1
1084,C2C2dof_tnt.At3g45610_colamp_a_m1,At3g45610,AT3G45610,DAPv1
1085,C2C2dof_tnt.At4g38000_col_a_m1,At4g38000,AT4G38000,DAPv1
1086,C2C2dof_tnt.At4g38000_colamp_a_m1,At4g38000,AT4G38000,DAPv1
1087,C2C2dof_tnt.At5g62940_col_a_m1,At5g62940,AT5G62940,DAPv1
1088,C2C2dof_tnt.CDF3_col_a_m1,CDF3,AT3G47500,DAPv1
1089,C2C2dof_tnt.CDF3_colamp_a_m1,CDF3,AT3G47500,DAPv1
1090,C2C2dof_tnt.COG1_col_a_m1,COG1,AT1G29160,DAPv1
1091,C2C2dof_tnt.COG1_colamp_a_m1,COG1,AT1G29160,DAPv1
1092,C2C2dof_tnt.DAG2_col_a_m1,DAG2,AT2G46590,DAPv1
1093,C2C2dof_tnt.DAG2_colamp_a_m1,DAG2,AT2G46590,DAPv1
1094,C2C2dof_tnt.OBP1_col_a_m1,OBP1,AT3G50410,DAPv1
1095,C2C2dof_tnt.OBP3_col_a_m1,OBP3,AT3G55370,DAPv1
1096,C2C2dof_tnt.OBP3_colamp_a_m1,OBP3,AT3G55370,DAPv1
1097,C2C2dof_tnt.OBP4_col_a_m1,OBP4,AT5G60850,DAPv1
1098,C2C2dof_tnt.OBP4_colamp_a_m1,OBP4,AT5G60850,DAPv1
1099,C2C2dof_tnt.dof24_col_a_m1,dof24,AT2G37590,DAPv1
1100,C2C2dof_tnt.dof24_colamp_a_m1,dof24,AT2G37590,DAPv1
1101,C2C2dof_tnt.dof42_col_a_m1,dof42,AT4G21030,DAPv1
1102,C2C2dof_tnt.dof43_col_a_m1,dof43,AT4G21040,DAPv1
1103,C2C2dof_tnt.dof43_colamp_a_m1,dof43,AT4G21040,DAPv1
1104,C2C2dof_tnt.dof45_col_a_m1,dof45,AT4G21080,DAPv1
1105,C2C2dof_tnt.dof45_colamp_a_m1,dof45,AT4G21080,DAPv1
1106,C2C2gata_tnt.GATA11_col_a_m1,GATA11,AT1G08010,DAPv1
1107,C2C2gata_tnt.GATA12_col_a_m1,GATA12,AT5G25830,DAPv1
1108,C2C2gata_tnt.GATA12_colamp_a_m1,GATA12,AT5G25830,DAPv1
1109,C2C2gata_tnt.GATA14_col_a_m1,GATA14,AT3G45170,DAPv1
1110,C2C2gata_tnt.GATA15_col_b_m1,GATA15,AT3G06740,DAPv1
1111,C2C2gata_tnt.GATA16_col_a_m1,GATA16,AT5G49300,DAPv1
1112,C2C2gata_tnt.GATA19_col_a_m1,GATA19,AT4G36620,DAPv1
1113,C2C2gata_tnt.GATA19_colamp_a_m1,GATA19,AT4G36620,DAPv1
1114,C2C2gata_tnt.GATA1_col_a_m1,GATA1,AT3G24050,DAPv1
1115,C2C2gata_tnt.GATA1_colamp_a_m1,GATA1,AT3G24050,DAPv1
1116,C2C2gata_tnt.GATA20_col_a_m1,GATA20,AT2G18380,DAPv1
1117,C2C2gata_tnt.GATA20_colamp_a_m1,GATA20,AT2G18380,DAPv1
1118,C2C2gata_tnt.GATA4_col_a_m1,GATA4,AT3G60530,DAPv1
1119,C2C2gata_tnt.GATA6_col200_a_m1,GATA6,AT3G51080,DAPv1
1120,C2C2gata_tnt.ZIM_col_a_m1,ZIM,AT4G24470,DAPv1
1121,C2C2gata_tnt.ZML1_col_a_m1,ZML1,AT3G21175,DAPv1
1122,C2C2gata_tnt.ZML1_colamp_a_m1,ZML1,AT3G21175,DAPv1
1123,C2C2gata_tnt.ZML2_col_a_m1,ZML2,AT1G51600,DAPv1
1124,C2H2_tnt.AT2G15740_col_a_m1,AT2G15740,AT2G15740,DAPv1
1125,C2H2_tnt.AT3G46070_col_a_m1,AT3G46070,AT3G46070,DAPv1
1126,C2H2_tnt.AT3G49930_col_a_m1,AT3G49930,AT3G49930,DAPv1
1127,C2H2_tnt.AT4G26030_col_a_m1,AT4G26030,AT4G26030,DAPv1
1128,C2H2_tnt.AT5G22990_col_a_m1,AT5G22990,AT5G22990,DAPv1
1129,C2H2_tnt.AZF1_colamp_a_m1,AZF1,AT5G67450,DAPv1
1130,C2H2_tnt.At1g14580_col_a_m1,At1g14580,AT1G14580,DAPv1
1131,C2H2_tnt.At1g14580_colamp_a_m1,At1g14580,AT1G14580,DAPv1
1132,C2H2_tnt.At2g41835_col_b_m1,At2g41835,AT2G41835,DAPv1
1133,C2H2_tnt.At2g48100_col_b_m1,At2g48100,AT2G48100,DAPv1
1134,C2H2_tnt.At3g60580_col_a_m1,At3g60580,AT3G60580,DAPv1
1135,C2H2_tnt.At5g04390_col200_a_m1,At5g04390,AT5G04390,DAPv1
1136,C2H2_tnt.At5g22890_col_a_m1,At5g22890,AT5G22890,DAPv1
1137,C2H2_tnt.At5g66730_col_m1,At5g66730,AT5G66730,DAPv1
1138,C2H2_tnt.At5g66730_colamp_a_m1,At5g66730,AT5G66730,DAPv1
1139,C2H2_tnt.AtIDD11_col_a_m1,AtIDD11,AT3G13810,DAPv1
1140,C2H2_tnt.AtIDD11_colamp_a_m1,AtIDD11,AT3G13810,DAPv1
1141,C2H2_tnt.IDD2_col_a_m1,IDD2,AT3G50700,DAPv1
1142,C2H2_tnt.IDD2_colamp_a_m1,IDD2,AT3G50700,DAPv1
1143,C2H2_tnt.IDD4_col_a_m1,IDD4,AT2G02080,DAPv1
1144,C2H2_tnt.IDD5_col_m1,IDD5,AT2G02070,DAPv1
1145,C2H2_tnt.IDD5_colamp_a_m1,IDD5,AT2G02070,DAPv1
1146,C2H2_tnt.IDD7_col_a_m1,IDD7,AT1G55110,DAPv1
1147,C2H2_tnt.JGL_col_a_m1,JGL,AT1G13400,DAPv1
1148,C2H2_tnt.JKD_col_a_m1,JKD,AT5G03150,DAPv1
1149,C2H2_tnt.MGP_col_a_m1,MGP,AT1G03840,DAPv1
1150,C2H2_tnt.MGP_colamp_a_m1,MGP,AT1G03840,DAPv1
1151,C2H2_tnt.NUC_col_a_m1,NUC,AT5G44160,DAPv1
1152,C2H2_tnt.NUC_colamp_a_m1,NUC,AT5G44160,DAPv1
1153,C2H2_tnt.SGR5_col_a_m1,SGR5,AT2G01940,DAPv1
1154,C2H2_tnt.SGR5_colamp_a_m1,SGR5,AT2G01940,DAPv1
1155,C2H2_tnt.STOP1_col_a_m1,STOP1,AT1G34370,DAPv1
1156,C2H2_tnt.STOP1_colamp_a_m1,STOP1,AT1G34370,DAPv1
1157,C2H2_tnt.STZ_col_m1,STZ,AT1G27730,DAPv1
1158,C2H2_tnt.STZ_colamp_a_m1,STZ,AT1G27730,DAPv1
1159,C2H2_tnt.TF3A_col_a_m1,TF3A,AT1G72050,DAPv1
1160,C2H2_tnt.WIP5_col_a_m1,WIP5,AT1G51220,DAPv1
1161,C2H2_tnt.WIP5_colamp_a_m1,WIP5,AT1G51220,DAPv1
1162,C3H_tnt.AT3G12130_colamp_a_m1,AT3G12130,AT3G12130,DAPv1
1163,C3H_tnt.AT5G63260_col_a_m1,AT5G63260,AT5G63260,DAPv1
1164,C3H_tnt.AT5G63260_colamp_a_m1,AT5G63260,AT5G63260,DAPv1
1165,C3H_tnt.At1g70910_col_a_m1,At1g70910,AT1G70910,DAPv1
1166,C3H_tnt.At1g74370_col_a_m1,At1g74370,AT1G74370,DAPv1
1167,C3H_tnt.At5g08750_col_a_m1,At5g08750,AT5G08750,DAPv1
1168,C3H_tnt.CDM1_colamp_a_m1,CDM1,AT1G68200,DAPv1
1169,C3H_tnt.EMB1789_col_a_m1,EMB1789,AT5G56930,DAPv1
1170,C3H_tnt.TZF9_col_a_m1,TZF9,AT5G58620,DAPv1
1171,C3H_tnt.U2AF35B_col_a_m1,U2AF35B,AT5G42820,DAPv1
1172,CAMTA_tnt.CAMTA1_col_a_m1,CAMTA1,AT5G09410,DAPv1
1173,CAMTA_tnt.CAMTA5_col_a_m1,CAMTA5,AT4G16150,DAPv1
1174,CCAATHAP3_tnt.HAP3_col_a_m1,HAP3,AT2G38880,DAPv1
1175,CCAATHAP3_tnt.NFYB4_col_a_m1,NFYB4,AT1G09030,DAPv1
1176,CPP_tnt.AT2G20110_col_a_m1,AT2G20110,AT2G20110,DAPv1
1177,CPP_tnt.AT2G20110_colamp_a_m1,AT2G20110,AT2G20110,DAPv1
1178,CPP_tnt.SOL1_col_m1,SOL1,AT3G22760,DAPv1
1179,CPP_tnt.SOL1_colamp_a_m1,SOL1,AT3G22760,DAPv1
1180,CPP_tnt.TCX2_col_a_m1,TCX2,AT4G14770,DAPv1
1181,CPP_tnt.TCX2_colamp_a_m1,TCX2,AT4G14770,DAPv1
1182,CPP_tnt.TSO1_col_a_m1,TSO1,AT3G22780,DAPv1
1183,DBP_tnt.AT3G51470_col_a_m1,AT3G51470,AT3G51470,DAPv1
1184,E2FDP_tnt.DEL1_col_a_m1,DEL1,AT3G48160,DAPv1
1185,E2FDP_tnt.DEL1_colamp_a_m1,DEL1,AT3G48160,DAPv1
1186,E2FDP_tnt.DEL2_col_a_m1,DEL2,AT5G14960,DAPv1
1187,E2FDP_tnt.DEL2_colamp_a_m1,DEL2,AT5G14960,DAPv1
1188,E2FDP_tnt.E2FA_col_a_m1,E2FA,AT2G36010,DAPv1
1189,E2FDP_tnt.E2FA_colamp_a_m1,E2FA,AT2G36010,DAPv1
1190,E2FDP_tnt.E2FC_col_a_m1,E2FC,AT1G47870,DAPv1
1191,EIL_tnt.EIL3_col_b_m1,EIL3,AT1G73730,DAPv1
1192,EIL_tnt.EIN3_col_a_m1,EIN3,AT3G20770,DAPv1
1193,EIL_tnt.EIN3_colamp_a_d1,EIN3,AT3G20770,DAPv1
1194,FAR1_tnt.FAR1_col_a_m1,FAR1,AT4G15090,DAPv1
1195,FAR1_tnt.FAR1_colamp_a_m1,FAR1,AT4G15090,DAPv1
1196,FHA_tnt.FHA2_col_b_m1,FHA2,AT3G07220,DAPv1
1197,G2like_tnt.AT1G49560_col_a_m1,AT1G49560,AT1G49560,DAPv1
1198,G2like_tnt.AT1G49560_colamp_a_m1,AT1G49560,AT1G49560,DAPv1
1199,G2like_tnt.AT2G20400_col_a_m1,AT2G20400,AT2G20400,DAPv1
1200,G2like_tnt.AT2G20400_colamp_a_m1,AT2G20400,AT2G20400,DAPv1
1201,G2like_tnt.AT2G38300_col_a_m1,AT2G38300,AT2G38300,DAPv1
1202,G2like_tnt.AT2G40260_col_a_m1,AT2G40260,AT2G40260,DAPv1
1203,G2like_tnt.AT2G40260_colamp_a_m1,AT2G40260,AT2G40260,DAPv1
1204,G2like_tnt.AT4G37180_col_a_m1,AT4G37180,AT4G37180,DAPv1
1205,G2like_tnt.AT4G37180_colamp_a_m1,AT4G37180,AT4G37180,DAPv1
1206,G2like_tnt.AT5G45580_col_a_m1,AT5G45580,AT5G45580,DAPv1
1207,G2like_tnt.AT5G45580_colamp_a_m1,AT5G45580,AT5G45580,DAPv1
1208,G2like_tnt.At1g13300_col_a_m1,At1g13300,AT1G13300,DAPv1
1209,G2like_tnt.At1g25550_col_m1,At1g25550,AT1G25550,DAPv1
1210,G2like_tnt.At1g25550_colamp_a_m1,At1g25550,AT1G25550,DAPv1
1211,G2like_tnt.At1g68670_col_m1,At1g68670,AT1G68670,DAPv1
1212,G2like_tnt.At1g68670_colamp_a_d1,At1g68670,AT1G68670,DAPv1
1213,G2like_tnt.At2g01060_col_m1,At2g01060,AT2G01060,DAPv1
1214,G2like_tnt.At2g01060_colamp_a_m1,At2g01060,AT2G01060,DAPv1
1215,G2like_tnt.At2g03500_col_a_m1,At2g03500,AT2G03500,DAPv1
1216,G2like_tnt.At2g03500_colamp_a_m1,At2g03500,AT2G03500,DAPv1
1217,G2like_tnt.At3g04030_col_a_m1,At3g04030,AT3G04030,DAPv1
1218,G2like_tnt.At3g04030_colamp_a_m1,At3g04030,AT3G04030,DAPv1
1219,G2like_tnt.At3g12730_col_a_m1,At3g12730,AT3G12730,DAPv1
1220,G2like_tnt.At3g12730_colamp_a_m1,At3g12730,AT3G12730,DAPv1
1221,G2like_tnt.At3g13040_col_b_m1,At3g13040,AT3G13040,DAPv1
1222,G2like_tnt.At3g24120_col_a_m1,At3g24120,AT3G24120,DAPv1
1223,G2like_tnt.At3g24120_colamp_a_m1,At3g24120,AT3G24120,DAPv1
1224,G2like_tnt.At5g29000_col_a_m1,At5g29000,AT5G29000,DAPv1
1225,G2like_tnt.KAN2_col_a_m1,KAN2,AT1G32240,DAPv1
1226,G2like_tnt.KAN2_colamp_a_m1,KAN2,AT1G32240,DAPv1
1227,GRF_tnt.AtGRF6_col_a_m1,AtGRF6,AT2G06200,DAPv1
1228,GRF_tnt.GRF9_col_a_m1,GRF9,AT2G45480,DAPv1
1229,GRF_tnt.GRF9_colamp_a_m1,GRF9,AT2G45480,DAPv1
1230,GeBP_tnt.AT1G66420_col_a_m1,AT1G66420,AT1G66420,DAPv1
1231,GeBP_tnt.AT4G00250_col_a_m1,AT4G00250,AT4G00250,DAPv1
1232,HB_tnt.ANL2_col_a_m1,ANL2,AT4G00730,DAPv1
1233,HB_tnt.ANL2_colamp_a_m1,ANL2,AT4G00730,DAPv1
1234,HB_tnt.ATHB15_col_a_m1,ATHB15,AT1G52150,DAPv1
1235,HB_tnt.ATHB21_col_a_m1,ATHB21,AT2G18550,DAPv1
